"_id","_index","_score",category,"category.keyword",currency,"customer_first_name","customer_first_name.keyword","customer_full_name","customer_full_name.keyword","customer_gender","customer_id","customer_last_name","customer_last_name.keyword","customer_phone","day_of_week","day_of_week_i",email,"event.dataset","geoip.city_name","geoip.continent_name","geoip.country_iso_code","geoip.location","geoip.region_name",manufacturer,"manufacturer.keyword","order_date","order_id","products._id","products._id.keyword","products.base_price","products.base_unit_price","products.category","products.category.keyword","products.created_on","products.discount_amount","products.discount_percentage","products.manufacturer","products.manufacturer.keyword","products.min_price","products.price","products.product_id","products.product_name","products.product_name.keyword","products.quantity","products.sku","products.tax_amount","products.taxful_price","products.taxless_price","products.unit_discount_amount",sku,"taxful_total_price","taxless_total_price","total_quantity","total_unique_products",type,user
poOFm5oBSErIf1UmNJp6,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Hicham,Hicham,"Hicham Chandler","Hicham Chandler",MALE,8,Chandler,Chandler,"(empty)",Thursday,3,"hicham@chandler-family.zzz","sample_ecommerce",Marrakesh,Africa,MA,"POINT (-8 31.6)","Marrakech-Tensift-Al Haouz","Spritechnologies, Microlutions","Spritechnologies, Microlutions","Nov 14, 2025 @ 01:19:26.000",560962,"sold_product_560962_14778, sold_product_560962_19567","sold_product_560962_14778, sold_product_560962_19567","$20.98, $17.98","$20.98, $17.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 9, 2016 @ 01:19:26.000, Dec 9, 2016 @ 01:19:26.000","0, 0","0, 0","Spritechnologies, Microlutions","Spritechnologies, Microlutions","$10.70, $8.10","$20.98, $17.98","14,778, 19,567","Swimming shorts - strong blue , Print T-shirt - dark green","Swimming shorts - strong blue , Print T-shirt - dark green","1, 1","ZO0629906299, ZO0117801178","0, 0","$20.98, $17.98","$20.98, $17.98","0, 0","ZO0629906299, ZO0117801178","$38.97","$38.97",2,2,order,hicham
34OFm5oBSErIf1UmMZZT,"kibana_sample_data_ecommerce","-","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,Boris,Boris,"Boris Massey","Boris Massey",MALE,36,Massey,Massey,"(empty)",Thursday,3,"boris@massey-family.zzz","sample_ecommerce","-",Europe,GB,"POINT (-0.1 51.5)","-","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Nov 14, 2025 @ 01:00:43.000",560941,"sold_product_560941_24934, sold_product_560941_22830","sold_product_560941_24934, sold_product_560941_22830","$50.00, $10.99","$50.00, $10.99","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing","Dec 9, 2016 @ 01:00:43.000, Dec 9, 2016 @ 01:00:43.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$22.50, $5.17","$50.00, $10.99","24,934, 22,830","Lace-up boots - resin coffee, Print T-shirt - bordeaux","Lace-up boots - resin coffee, Print T-shirt - bordeaux","1, 1","ZO0403504035, ZO0562405624","0, 0","$50.00, $10.99","$50.00, $10.99","0, 0","ZO0403504035, ZO0562405624","$60.97","$60.97",2,2,order,boris
BoOFm5oBSErIf1UmMZhU,"kibana_sample_data_ecommerce","-","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing",EUR,Brigitte,Brigitte,"Brigitte Estrada","Brigitte Estrada",FEMALE,12,Estrada,Estrada,"(empty)",Thursday,3,"brigitte@estrada-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Gnomehouse, Spherecords","Gnomehouse, Spherecords","Nov 14, 2025 @ 00:56:24.000",560936,"sold_product_560936_20053, sold_product_560936_22698","sold_product_560936_20053, sold_product_560936_22698","$11.99, $13.99","$11.99, $13.99","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing","Dec 9, 2016 @ 00:56:24.000, Dec 9, 2016 @ 00:56:24.000","0, 0","0, 0","Gnomehouse, Spherecords","Gnomehouse, Spherecords","$6.11, $7.41","$11.99, $13.99","20,053, 22,698","Hat - camel, Long sleeved top - white/red","Hat - camel, Long sleeved top - white/red","1, 1","ZO0355803558, ZO0647506475","0, 0","$11.99, $13.99","$11.99, $13.99","0, 0","ZO0355803558, ZO0647506475","$25.98","$25.98",2,2,order,brigitte
mYOFm5oBSErIf1UmLZTt,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Robbie,Robbie,"Robbie Perkins","Robbie Perkins",MALE,48,Perkins,Perkins,"(empty)",Thursday,3,"robbie@perkins-family.zzz","sample_ecommerce",Dubai,Asia,AE,"POINT (55.3 25.3)",Dubai,Elitelligence,Elitelligence,"Nov 14, 2025 @ 00:43:26.000",560923,"sold_product_560923_12786, sold_product_560923_21255","sold_product_560923_12786, sold_product_560923_21255","$7.99, $7.99","$7.99, $7.99","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 9, 2016 @ 00:43:26.000, Dec 9, 2016 @ 00:43:26.000","0, 0","0, 0","Elitelligence, Elitelligence","Elitelligence, Elitelligence","$3.60, $3.76","$7.99, $7.99","12,786, 21,255","Vest - olive, Basic T-shirt - black","Vest - olive, Basic T-shirt - black","1, 1","ZO0549105491, ZO0545205452","0, 0","$7.99, $7.99","$7.99, $7.99","0, 0","ZO0549105491, ZO0545205452","$15.98","$15.98",2,2,order,robbie
1IOFm5oBSErIf1UmLZPs,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Elyssa,Elyssa,"Elyssa Simmons","Elyssa Simmons",FEMALE,27,Simmons,Simmons,"(empty)",Thursday,3,"elyssa@simmons-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Oceanavigations, Tigress Enterprises","Oceanavigations, Tigress Enterprises","Nov 14, 2025 @ 00:40:34.000",560918,"sold_product_560918_10914, sold_product_560918_25184","sold_product_560918_10914, sold_product_560918_25184","$60.00, $33.00","$60.00, $33.00","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 9, 2016 @ 00:40:34.000, Dec 9, 2016 @ 00:40:34.000","0, 0","0, 0","Oceanavigations, Tigress Enterprises","Oceanavigations, Tigress Enterprises","$28.80, $15.51","$60.00, $33.00","10,914, 25,184","Slip-ons - black/beige, Handbag - black","Slip-ons - black/beige, Handbag - black","1, 1","ZO0235502355, ZO0095900959","0, 0","$60.00, $33.00","$60.00, $33.00","0, 0","ZO0235502355, ZO0095900959","$93","$93.00",2,2,order,elyssa
dYOFm5oBSErIf1UmMZdU,"kibana_sample_data_ecommerce","-","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes",EUR,Yahya,Yahya,"Yahya Byrd","Yahya Byrd",MALE,23,Byrd,Byrd,"(empty)",Thursday,3,"yahya@byrd-family.zzz","sample_ecommerce",Marrakesh,Africa,MA,"POINT (-8 31.6)","Marrakech-Tensift-Al Haouz","Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","Nov 14, 2025 @ 00:29:02.000",560904,"sold_product_560904_11854, sold_product_560904_19510","sold_product_560904_11854, sold_product_560904_19510","$18.98, $65.00","$18.98, $65.00","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes","Dec 9, 2016 @ 00:29:02.000, Dec 9, 2016 @ 00:29:02.000","0, 0","0, 0","Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","$9.12, $30.55","$18.98, $65.00","11,854, 19,510","Hoodie - navy/white, Boots - black","Hoodie - navy/white, Boots - black","1, 1","ZO0523305233, ZO0403704037","0, 0","$18.98, $65.00","$18.98, $65.00","0, 0","ZO0523305233, ZO0403704037","$84","$84.00",2,2,order,yahya
zIOFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Tariq,Tariq,"Tariq Cunningham","Tariq Cunningham",MALE,25,Cunningham,Cunningham,"(empty)",Thursday,3,"tariq@cunningham-family.zzz","sample_ecommerce",Istanbul,Asia,TR,"POINT (29 41)",Istanbul,"Low Tide Media","Low Tide Media","Nov 14, 2025 @ 00:29:02.000",560906,"sold_product_560906_20594, sold_product_560906_19464","sold_product_560906_20594, sold_product_560906_19464","$13.99, $28.98","$13.99, $28.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 9, 2016 @ 00:29:02.000, Dec 9, 2016 @ 00:29:02.000","0, 0","0, 0","Low Tide Media, Low Tide Media","Low Tide Media, Low Tide Media","$7.41, $15.36","$13.99, $28.98","20,594, 19,464","3 PACK - Shorts - blue/white , Shirt - red/dark blue","3 PACK - Shorts - blue/white , Shirt - red/dark blue","1, 1","ZO0476704767, ZO0418504185","0, 0","$13.99, $28.98","$13.99, $28.98","0, 0","ZO0476704767, ZO0418504185","$42.97","$42.97",2,2,order,tariq
KIOFm5oBSErIf1UmNJt7,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Selena,Selena,"Selena Garza","Selena Garza",FEMALE,42,Garza,Garza,"(empty)",Thursday,3,"selena@garza-family.zzz","sample_ecommerce",Marrakesh,Africa,MA,"POINT (-8 31.6)","Marrakech-Tensift-Al Haouz","Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","Nov 14, 2025 @ 00:14:38.000",560894,"sold_product_560894_14608, sold_product_560894_12337","sold_product_560894_14608, sold_product_560894_12337","$13.99, $33.00","$13.99, $33.00","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 9, 2016 @ 00:14:38.000, Dec 9, 2016 @ 00:14:38.000","0, 0","0, 0","Pyramidustries, Tigress Enterprises","Pyramidustries, Tigress Enterprises","$6.86, $16.81","$13.99, $33.00","14,608, 12,337","Vest - black, Jumpsuit - multicolor","Vest - black, Jumpsuit - multicolor","1, 1","ZO0156401564, ZO0032400324","0, 0","$13.99, $33.00","$13.99, $33.00","0, 0","ZO0156401564, ZO0032400324","$46.97","$46.97",2,2,order,selena
XoOFm5oBSErIf1UmK5I5,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Betty,Betty,"Betty Cunningham","Betty Cunningham",FEMALE,44,Cunningham,Cunningham,"(empty)",Thursday,3,"betty@cunningham-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.7)","New York","Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","Nov 14, 2025 @ 00:11:46.000",560892,"sold_product_560892_18645, sold_product_560892_20330","sold_product_560892_18645, sold_product_560892_20330","$75.00, $18.98","$75.00, $18.98","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 9, 2016 @ 00:11:46.000, Dec 9, 2016 @ 00:11:46.000","0, 0","0, 0","Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","$39.75, $10.25","$75.00, $18.98","18,645, 20,330","Lace-up boots - Light Salmon, Print T-shirt - navy","Lace-up boots - Light Salmon, Print T-shirt - navy","1, 1","ZO0324103241, ZO0061800618","0, 0","$75.00, $18.98","$75.00, $18.98","0, 0","ZO0324103241, ZO0061800618","$94","$94.00",2,2,order,betty
c4OFm5oBSErIf1UmNZ69,"kibana_sample_data_ecommerce","-","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes",EUR,Youssef,Youssef,"Youssef Boone","Youssef Boone",MALE,31,Boone,Boone,"(empty)",Thursday,3,"youssef@boone-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Nov 13, 2025 @ 23:48:43.000",560872,"sold_product_560872_12249, sold_product_560872_22256","sold_product_560872_12249, sold_product_560872_22256","$85.00, $28.98","$85.00, $28.98","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes","Dec 8, 2016 @ 23:48:43.000, Dec 8, 2016 @ 23:48:43.000","0, 0","0, 0","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","$40.81, $15.07","$85.00, $28.98","12,249, 22,256","Suit - black, Lace-up boots - dark brown","Suit - black, Lace-up boots - dark brown","1, 1","ZO0272702727, ZO0519705197","0, 0","$85.00, $28.98","$85.00, $28.98","0, 0","ZO0272702727, ZO0519705197","$114","$114.00",2,2,order,youssef
y4OFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Eddie,Eddie,"Eddie Wise","Eddie Wise",MALE,38,Wise,Wise,"(empty)",Thursday,3,"eddie@wise-family.zzz","sample_ecommerce",Cairo,Africa,EG,"POINT (31.3 30.1)","Cairo Governorate","Microlutions, Elitelligence","Microlutions, Elitelligence","Nov 13, 2025 @ 23:42:58.000",560866,"sold_product_560866_12969, sold_product_560866_19581","sold_product_560866_12969, sold_product_560866_19581","$14.99, $28.98","$14.99, $28.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 8, 2016 @ 23:42:58.000, Dec 8, 2016 @ 23:42:58.000","0, 0","0, 0","Microlutions, Elitelligence","Microlutions, Elitelligence","$7.64, $14.78","$14.99, $28.98","12,969, 19,581","Print T-shirt - black, Tracksuit bottoms - mottled grey","Print T-shirt - black, Tracksuit bottoms - mottled grey","1, 1","ZO0116201162, ZO0528105281","0, 0","$14.99, $28.98","$14.99, $28.98","0, 0","ZO0116201162, ZO0528105281","$43.97","$43.97",2,2,order,eddie
J4OFm5oBSErIf1UmNJt7,"kibana_sample_data_ecommerce","-","Men's Clothing","Men's Clothing",EUR,Boris,Boris,"Boris Gilbert","Boris Gilbert",MALE,36,Gilbert,Gilbert,"(empty)",Thursday,3,"boris@gilbert-family.zzz","sample_ecommerce","-",Europe,GB,"POINT (-0.1 51.5)","-","Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","Nov 13, 2025 @ 23:11:17.000",560844,"sold_product_560844_12464, sold_product_560844_12873","sold_product_560844_12464, sold_product_560844_12873","$75.00, $28.98","$75.00, $28.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 8, 2016 @ 23:11:17.000, Dec 8, 2016 @ 23:11:17.000","0, 0","0, 0","Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","$33.75, $15.36","$75.00, $28.98","12,464, 12,873","Short coat - dark grey, Jeans Skinny Fit - rinse","Short coat - dark grey, Jeans Skinny Fit - rinse","1, 1","ZO0430904309, ZO0283902839","0, 0","$75.00, $28.98","$75.00, $28.98","0, 0","ZO0430904309, ZO0283902839","$104","$104.00",2,2,order,boris
yoOFm5oBSErIf1UmOKGS,"kibana_sample_data_ecommerce","-","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes",EUR,Wagdi,Wagdi,"Wagdi Valdez","Wagdi Valdez",MALE,15,Valdez,Valdez,"(empty)",Thursday,3,"wagdi@valdez-family.zzz","sample_ecommerce","-",Asia,SA,"POINT (45 25)","-",Microlutions,Microlutions,"Nov 13, 2025 @ 23:02:38.000",560838,"sold_product_560838_23437, sold_product_560838_1329","sold_product_560838_23437, sold_product_560838_1329","$13.99, $50.00","$13.99, $50.00","Men's Clothing, Men's Shoes","Men's Clothing, Men's Shoes","Dec 8, 2016 @ 23:02:38.000, Dec 8, 2016 @ 23:02:38.000","0, 0","0, 0","Microlutions, Microlutions","Microlutions, Microlutions","$6.72, $25.98","$13.99, $50.00","23,437, 1,329","3 PACK - Shorts - black/white, Trainers - black","3 PACK - Shorts - black/white, Trainers - black","1, 1","ZO0129201292, ZO0107801078","0, 0","$13.99, $50.00","$13.99, $50.00","0, 0","ZO0129201292, ZO0107801078","$63.97","$63.97",2,2,order,wagdi
dIOFm5oBSErIf1UmMZdU,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Betty,Betty,"Betty Meyer","Betty Meyer",FEMALE,44,Meyer,Meyer,"(empty)",Thursday,3,"betty@meyer-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.7)","New York","Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","Nov 13, 2025 @ 22:48:14.000",560831,"sold_product_560831_5224, sold_product_560831_24087","sold_product_560831_5224, sold_product_560831_24087","$85.00, $13.99","$85.00, $13.99","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 8, 2016 @ 22:48:14.000, Dec 8, 2016 @ 22:48:14.000","0, 0","0, 0","Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","$41.66, $7.01","$85.00, $13.99","5,224, 24,087","Boots - cognac, Scarf - dark blue/nude","Boots - cognac, Scarf - dark blue/nude","1, 1","ZO0374103741, ZO0304203042","0, 0","$85.00, $13.99","$85.00, $13.99","0, 0","ZO0374103741, ZO0304203042","$99","$99.00",2,2,order,betty
XYOFm5oBSErIf1UmK5I5,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Yasmine,Yasmine,"Yasmine Kelley","Yasmine Kelley",FEMALE,43,Kelley,Kelley,"(empty)",Thursday,3,"yasmine@kelley-family.zzz","sample_ecommerce","-",Asia,SA,"POINT (45 25)","-","Angeldale, Gnomehouse","Angeldale, Gnomehouse","Nov 13, 2025 @ 22:43:55.000",560828,"sold_product_560828_19330, sold_product_560828_9388","sold_product_560828_19330, sold_product_560828_9388","$65.00, $42.00","$65.00, $42.00","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 8, 2016 @ 22:43:55.000, Dec 8, 2016 @ 22:43:55.000","0, 0","0, 0","Angeldale, Gnomehouse","Angeldale, Gnomehouse","$32.50, $23.09","$65.00, $42.00","19,330, 9,388","High heels - taupe, Cape - Pale Violet Red","High heels - taupe, Cape - Pale Violet Red","1, 1","ZO0667006670, ZO0353403534","0, 0","$65.00, $42.00","$65.00, $42.00","0, 0","ZO0667006670, ZO0353403534","$107","$107.00",2,2,order,yasmine
coOFm5oBSErIf1UmNZ69,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Brigitte,Brigitte,"Brigitte Stokes","Brigitte Stokes",FEMALE,12,Stokes,Stokes,"(empty)",Thursday,3,"brigitte@stokes-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York",Gnomehouse,Gnomehouse,"Nov 13, 2025 @ 22:28:05.000",560818,"sold_product_560818_19336, sold_product_560818_15395","sold_product_560818_19336, sold_product_560818_15395","$100.00, $33.00","$100.00, $33.00","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 8, 2016 @ 22:28:05.000, Dec 8, 2016 @ 22:28:05.000","0, 0","0, 0","Gnomehouse, Gnomehouse","Gnomehouse, Gnomehouse","$46.00, $16.17","$100.00, $33.00","19,336, 15,395","Classic coat - dark red, Blouse - Dim Gray","Classic coat - dark red, Blouse - Dim Gray","1, 1","ZO0355003550, ZO0349003490","0, 0","$100.00, $33.00","$100.00, $33.00","0, 0","ZO0355003550, ZO0349003490","$133","$133.00",2,2,order,brigitte
RYOFm5oBSErIf1UmOKKT,"kibana_sample_data_ecommerce","-","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,"Ahmed Al","Ahmed Al","Ahmed Al King","Ahmed Al King",MALE,4,King,King,"(empty)",Thursday,3,"ahmed al@king-family.zzz","sample_ecommerce","Abu Dhabi",Asia,AE,"POINT (54.4 24.5)","Abu Dhabi","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Nov 13, 2025 @ 22:25:12.000",560815,"sold_product_560815_10923, sold_product_560815_23045","sold_product_560815_10923, sold_product_560815_23045","$24.98, $11.99","$24.98, $11.99","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing","Dec 8, 2016 @ 22:25:12.000, Dec 8, 2016 @ 22:25:12.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$13.49, $5.64","$24.98, $11.99","10,923, 23,045","Smart lace-ups - Peru, Print T-shirt - white","Smart lace-ups - Peru, Print T-shirt - white","1, 1","ZO0386203862, ZO0554105541","0, 0","$24.98, $11.99","$24.98, $11.99","0, 0","ZO0386203862, ZO0554105541","$36.97","$36.97",2,2,order,ahmed
JIOFm5oBSErIf1UmMZdT,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,Yasmine,Yasmine,"Yasmine Howell","Yasmine Howell",FEMALE,43,Howell,Howell,"(empty)",Thursday,3,"yasmine@howell-family.zzz","sample_ecommerce","-",Asia,SA,"POINT (45 25)","-","Tigress Enterprises, Gnomehouse","Tigress Enterprises, Gnomehouse","Nov 13, 2025 @ 22:18:00.000",560807,"sold_product_560807_18583, sold_product_560807_19887","sold_product_560807_18583, sold_product_560807_19887","$44.00, $33.00","$44.00, $33.00","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 8, 2016 @ 22:18:00.000, Dec 8, 2016 @ 22:18:00.000","0, 0","0, 0","Tigress Enterprises, Gnomehouse","Tigress Enterprises, Gnomehouse","$22.44, $17.16","$44.00, $33.00","18,583, 19,887","Jumper dress - black, Jumper - rose dawn","Jumper dress - black, Jumper - rose dawn","1, 1","ZO0036400364, ZO0351803518","0, 0","$44.00, $33.00","$44.00, $33.00","0, 0","ZO0036400364, ZO0351803518","$77","$77.00",2,2,order,yasmine
OoOFm5oBSErIf1UmNJx8,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Stephanie,Stephanie,"Stephanie Lewis","Stephanie Lewis",FEMALE,6,Lewis,Lewis,"(empty)",Thursday,3,"stephanie@lewis-family.zzz","sample_ecommerce",Cannes,Europe,FR,"POINT (7 43.6)","Alpes-Maritimes","Angeldale, Gnomehouse","Angeldale, Gnomehouse","Nov 13, 2025 @ 22:15:07.000",560803,"sold_product_560803_20909, sold_product_560803_19599","sold_product_560803_20909, sold_product_560803_19599","$75.00, $50.00","$75.00, $50.00","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 8, 2016 @ 22:15:07.000, Dec 8, 2016 @ 22:15:07.000","0, 0","0, 0","Angeldale, Gnomehouse","Angeldale, Gnomehouse","$39.75, $25.48","$75.00, $50.00","20,909, 19,599","Ankle boots - noir, Maxi dress - Pale Violet Red","Ankle boots - noir, Maxi dress - Pale Violet Red","1, 1","ZO0672806728, ZO0332903329","0, 0","$75.00, $50.00","$75.00, $50.00","0, 0","ZO0672806728, ZO0332903329","$125","$125.00",2,2,order,stephanie
k4OFm5oBSErIf1UmMZdU,"kibana_sample_data_ecommerce","-","Women's Clothing","Women's Clothing",EUR,"Rabbia Al","Rabbia Al","Rabbia Al Massey","Rabbia Al Massey",FEMALE,5,Massey,Massey,"(empty)",Thursday,3,"rabbia al@massey-family.zzz","sample_ecommerce",Dubai,Asia,AE,"POINT (55.3 25.3)",Dubai,"Spherecords Maternity, Spherecords Curvy","Spherecords Maternity, Spherecords Curvy","Nov 13, 2025 @ 22:13:41.000",560802,"sold_product_560802_17346, sold_product_560802_20473","sold_product_560802_17346, sold_product_560802_20473","$12.99, $16.98","$12.99, $16.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 8, 2016 @ 22:13:41.000, Dec 8, 2016 @ 22:13:41.000","0, 0","0, 0","Spherecords Maternity, Spherecords Curvy","Spherecords Maternity, Spherecords Curvy","$6.11, $9.01","$12.99, $16.98","17,346, 20,473","Long sleeved top - dark red, Sweatshirt - black","Long sleeved top - dark red, Sweatshirt - black","1, 1","ZO0706807068, ZO0712507125","0, 0","$12.99, $16.98","$12.99, $16.98","0, 0","ZO0706807068, ZO0712507125","$29.98","$29.98",2,2,order,rabbia
u4OFm5oBSErIf1UmOKCS,"kibana_sample_data_ecommerce","-","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Brigitte,Brigitte,"Brigitte Bradley","Brigitte Bradley",FEMALE,12,Bradley,Bradley,"(empty)",Thursday,3,"brigitte@bradley-family.zzz","sample_ecommerce","New York","North America",US,"POINT (-74 40.8)","New York","Low Tide Media, Pyramidustries","Low Tide Media, Pyramidustries","Nov 13, 2025 @ 21:57:50.000",560781,"sold_product_560781_5766, sold_product_560781_15007","sold_product_560781_5766, sold_product_560781_15007","$60.00, $11.99","$60.00, $11.99","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 8, 2016 @ 21:57:50.000, Dec 8, 2016 @ 21:57:50.000","0, 0","0, 0","Low Tide Media, Pyramidustries","Low Tide Media, Pyramidustries","$32.38, $5.52","$60.00, $11.99","5,766, 15,007","Lace-ups - ambra, Watch - grey","Lace-ups - ambra, Watch - grey","1, 1","ZO0369003690, ZO0189601896","0, 0","$60.00, $11.99","$60.00, $11.99","0, 0","ZO0369003690, ZO0189601896","$72","$72.00",2,2,order,brigitte
RIOFm5oBSErIf1UmOKKT,"kibana_sample_data_ecommerce","-","Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing",EUR,Yahya,Yahya,"Yahya Underwood","Yahya Underwood",MALE,23,Underwood,Underwood,"(empty)",Thursday,3,"yahya@underwood-family.zzz","sample_ecommerce",Marrakesh,Africa,MA,"POINT (-8 31.6)","Marrakech-Tensift-Al Haouz","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Nov 13, 2025 @ 21:43:26.000",560767,"sold_product_560767_14887, sold_product_560767_13216","sold_product_560767_14887, sold_product_560767_13216","$28.98, $24.98","$28.98, $24.98","Men's Accessories, Men's Clothing","Men's Accessories, Men's Clothing","Dec 8, 2016 @ 21:43:26.000, Dec 8, 2016 @ 21:43:26.000","0, 0","0, 0","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","$15.65, $13.24","$28.98, $24.98","14,887, 13,216","Watch - black, Sweatshirt - mottled light grey","Watch - black, Sweatshirt - mottled light grey","1, 1","ZO0312103121, ZO0586905869","0, 0","$28.98, $24.98","$28.98, $24.98","0, 0","ZO0312103121, ZO0586905869","$53.97","$53.97",2,2,order,yahya
I4OFm5oBSErIf1UmMZdT,"kibana_sample_data_ecommerce","-","Women's Accessories, Men's Clothing","Women's Accessories, Men's Clothing",EUR,George,George,"George Howell","George Howell",MALE,32,Howell,Howell,"(empty)",Thursday,3,"george@howell-family.zzz","sample_ecommerce",Birmingham,Europe,GB,"POINT (-1.9 52.5)",Birmingham,"Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Nov 13, 2025 @ 21:37:41.000",560761,"sold_product_560761_18235, sold_product_560761_22392","sold_product_560761_18235, sold_product_560761_22392","$13.99, $25.98","$13.99, $25.98","Women's Accessories, Men's Clothing","Women's Accessories, Men's Clothing","Dec 8, 2016 @ 21:37:41.000, Dec 8, 2016 @ 21:37:41.000","0, 0","0, 0","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","$7.55, $12.22","$13.99, $25.98","18,235, 22,392","Belt - brown, Jeans Skinny Fit - grey","Belt - brown, Jeans Skinny Fit - grey","1, 1","ZO0318003180, ZO0534805348","0, 0","$13.99, $25.98","$13.99, $25.98","0, 0","ZO0318003180, ZO0534805348","$39.97","$39.97",2,2,order,george
